sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBCyl5RollSlDot","Cylinder","5","Clear","13-415","Plastic Roller Ball","Silver with Dots","false","assembly_stock_unavailable","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots"
"LBCyl25LtnShnSl","Cylinder","25","Clear","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"GBCyl5RollPinkDot","Cylinder","5","Clear","13-415","Plastic Roller Ball","Pink with Dots","false","assembly_stock_unavailable","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots"
"LBCyl25LtnCu","Cylinder","25","Clear","18-415","Lotion Pump","Copper","true","","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBCyl5RollCuMatt","Cylinder","5","Clear","13-415","Plastic Roller Ball","Matte Copper","false","assembly_stock_unavailable","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap"
"GBCylAmb9RollBlkDot","Cylinder","9","Amber","17-415","Plastic Roller Ball","Black Dotted","false","assembly_stock_unavailable","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-black-dot-cap"
"GBCyl100AnSpBlk","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCyl5RollGlMatt","Cylinder","5","Clear","13-415","Plastic Roller Ball","Matte Gold","false","assembly_stock_unavailable","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap"
"GBCyl100AnSpTslBlk","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","true","","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCyl5RollSlMatt","Cylinder","5","Clear","13-415","Plastic Roller Ball","Matte Silver","false","assembly_stock_unavailable","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap"
"GBCylBlu9RollBlkDot","Cylinder","9","Cobalt Blue","17-415","Plastic Roller Ball","Black Dotted","true","","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-plastic-roller-ball-black-dot-cap"
"GBCylFrst9RollBlkDot","Cylinder","9","Frosted","17-415","Plastic Roller Ball","Black Dotted","true","","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-black-dot-cap"
"GBCyl9RollBlkDot","Cylinder","9","Clear","17-415","Plastic Roller Ball","Black with Dots","false","media_or_configuration_invalid","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-plastic-roller-ball-black-dot-cap"
"GBCylSwrl9RollBlkDot","Cylinder","9","Swirl","17-415","Plastic Roller Ball","Black Dotted","true","","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-black-dot-cap"
"GBTallCyl9RollBlkDot","Cylinder","9","Clear","13-415","Plastic Roller Ball","Black with Dots","true","","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots"
"GBTallCylFrst9RollBlkDot","Cylinder","9","Frosted","13-415","Plastic Roller Ball","Black with Dots","true","","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots"
"GBCyl9MtlRollMattSl","Cylinder","9","Clear","17-415","Metal Roller Ball","Matte Silver","true","","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-matte-silver-cap"
"GBCyl9MtlRollSlDot","Cylinder","9","Clear","17-415","Metal Roller Ball","Silver with Dots","true","","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-silver-dot-cap"
"GBCyl9MtlRollPnkDot","Cylinder","9","Clear","17-415","Metal Roller Ball","Pink with Dots","true","","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-pink-dot-cap"
"GBCylBlu5RollGlSh","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Shiny Gold","true","","CPRoll13-415GlSh","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap"
"GBCyl9MtlRollMattGl","Cylinder","9","Clear","17-415","Metal Roller Ball","Matte Gold","true","","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-matte-gold-cap"
"GBCylBlu5RollSlSh","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Shiny Silver","true","","CPRoll13-415SlSh","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap"
"GBCyl9MtlRollShnGl","Cylinder","9","Clear","17-415","Metal Roller Ball","Shiny Gold","true","","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-shiny-gold-cap"
"GBCylBlu5RollBlkSh","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Shiny Black","true","","CPRoll13-415BlkSh","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-black-shiny-cap"
"GBCyl9MtlRollShnSl","Cylinder","9","Clear","17-415","Metal Roller Ball","Shiny Silver","true","","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-shiny-silver-cap"
"GBCylBlu5RollGlMatt","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Matte Gold","true","","CPRoll13-415GlMt","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-matte-gold-cap"
"GBCyl9MtlRollMattCu","Cylinder","9","Clear","17-415","Metal Roller Ball","Matte Copper","true","","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-matte-copper-cap"
"GBCylBlu5RollPinkDot","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Pink with Dots","true","","CPRoll13-415PinkDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots"
"GBCyl9MtlRollShBlk","Cylinder","9","Clear","17-415","Metal Roller Ball","Shiny Black","true","","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-shiny-black-cap"
"GBCylBlu5RollSlDot","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Silver with Dots","true","","CPRoll13-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots"
"GBCyl9MtlRollWht","Cylinder","9","Clear","17-415","Metal Roller Ball","White","true","","CpRoll17-415White","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-white-cap"
"GBCylBlu5RollCuMatt","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Matte Copper","true","","CPRoll13-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-matte-copper-cap"
"GBCylAmb9MtlRollWht","Cylinder","9","Amber","17-415","Metal Roller Ball","White","false","assembly_stock_unavailable","CpRoll17-415White","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-white-cap"
"GBCylBlu5RollSlMatt","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Matte Silver","true","","CPRoll13-415SlMt","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-matte-silver-cap"
"GBCylAmb9MtlRollMattCu","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Copper","false","assembly_stock_unavailable","CpRoll17-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-copper-cap"
"GBCyl9SpryMattSl","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","","Spry17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-matte-silver-trim-and-cap"
"GBCylAmb9MtlRollMattGl","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Gold","false","assembly_stock_unavailable","CpRoll17-415MattGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-gold-cap"
"GBCyl9SpryGl","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","","Spry17-415Gl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-gold-trim-and-cap"
"GBCylAmb9MtlRollMattSl","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Silver","false","assembly_stock_unavailable","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-silver-cap"
"GBCyl9SpryShSl","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","","Spry17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-shiny-silver-trim-and-cap"
"GBRoll28Blk","Cylinder","28","Clear","16mm","Plastic Roller Ball","Black","false","media_or_configuration_invalid","GBRoll28Blk","","","","https://www.bestbottles.com/product/cylinder-style-28-ml-glass-bottle-plastic-roll-on-and-black-cap"
"GBCylAmb9MtlRollPnkDot","Cylinder","9","Amber","17-415","Metal Roller Ball","Pink Dotted","false","assembly_stock_unavailable","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-pink-dot-cap"
"GBCyl9SpryRd","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","","Spry17-415Red","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-red-trim-and-cap"
"GBCylAmb9MtlRollShBlk","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Black","false","assembly_stock_unavailable","CpRoll17-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-shiny-black-cap"
"GBCyl9SpryTur","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","","Spry17-415Tur","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-turquoise-trim-and-cap"
"GBCylAmb9MtlRollShnGl","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Gold","false","assembly_stock_unavailable","CpRoll17-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-shiny-gold-cap"
"GBCylAmb9SpryGl","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Gold","true","","Spry17-415Gl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-gold-trim-and-cap"
"GBCylAmb9MtlRollShnSl","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Silver","false","assembly_stock_unavailable","CpRoll17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-shiny-silver-cap"
"GBCylAmb9SpryMattSl","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Matte Silver","true","","Spry17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-matte-silver-trim-and-cap"
"GBCyl50RollBlk","Cylinder","50","Clear","16mm","Plastic Roller Ball","Black","false","media_or_configuration_invalid","GBCyl50RollBlk","","","","https://www.bestbottles.com/product/cylinder-style-50-ml-glass-bottle-plastic-roll-on-and-black-cap"
"GBCylAmb9MtlRollSlDot","Cylinder","9","Amber","17-415","Metal Roller Ball","Silver Dotted","false","assembly_stock_unavailable","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-silver-dot-cap"
"GBCylAmb9SpryShSl","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Shiny Silver","true","","Spry17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-shiny-silver-trim-and-cap"
"GBCylAmb9SpryTur","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Turquoise","true","","Spry17-415Tur","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-turquoise-trim-and-cap"
"GBCylAmb9SpryRd","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Red","true","","Spry17-415Red","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-red-trim-and-cap"
"GBCyl5MtlRollBlkDot","Cylinder","5","Clear","13-415","Metal Roller Ball","Black with Dots","false","assembly_stock_unavailable","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots"
"GBCylBlu5MtlRollBlkDot","Cylinder","5","Cobalt Blue","13-415","Metal Roller Ball","Black with Dots","true","","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots"
"GBCyl100AnSpLvn","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCylBlu9SpryTur","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Turquoise","true","","Spry17-415Tur","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-turquoise-trim-and-cap"
"GBCyl100AnSpPnk","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCylBlu9SpryMattSl","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Matte Silver","true","","Spry17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-matte-silver-trim-and-cap"
"GBCyl100AnSpMtSl","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBCylBlu9MtlRollMattSl","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Matte Silver","true","","CpRoll17-415MattSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-matte-silver-cap"
"GBCylBlu9SpryGl","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Gold","true","","Spry17-415Gl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-gold-trim-and-cap"
"GBCyl100AnSpIvySl","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCyl9MtlRollBlkDot","Cylinder","9","Clear","17-415","Metal Roller Ball","Black with Dots","true","","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-black-dot-cap"
"GBCylBlu9MtlRollSlDot","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Silver Dotted","true","","CpRoll17-415SlDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-silver-dot-cap"
"GBCylBlu9SpryShSl","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Shiny Silver","true","","Spry17-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-shiny-silver-trim-and-cap"
"GBCyl100AnSpGl","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBCylAmb9MtlRollBlkDot","Cylinder","9","Amber","17-415","Metal Roller Ball","Black Dotted","false","assembly_stock_unavailable","CpRoll17-415BlkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-black-dot-cap"
"GBCylBlu9MtlRollPnkDot","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Pink Dotted","true","","CpRoll17-415PnkDot","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-pink-dot-cap"
"GBCylBlu9SpryRd","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Red","true","","Spry17-415Red","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-red-trim-and-cap"
"GBCyl100AnSpIvyGl","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
